top - 13:24:59 up  1:17,  1 user,  load average: 0.96, 0.68, 0.85
Tasks: 357 total,   1 running, 356 sleeping,   0 stopped,   0 zombie
%Cpu(s):  1.3 us,  2.6 sy,  0.0 ni, 96.1 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem :  15907.9 total,   6410.3 free,   5448.5 used,   4049.0 buff/cache
MiB Swap:   2048.0 total,   2048.0 free,      0.0 used.   9372.0 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   4633 sh        20   0  162520   6228   5636 S   0.0   0.0   0:00.00 gvfsd-m+
   4634 sh        20   0  420840  31500  21912 S   0.0   0.2   0:00.32 update-+
   4897 sh        20   0   16.6g  76460  65428 S   0.0   0.5   1:44.91 chrome
   6269 root       0 -20       0      0      0 I   0.0   0.0   0:07.36 kworker+
   6455 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
   6545 root       0 -20       0      0      0 I   0.0   0.0   0:04.17 kworker+
   6583 sh        20   0    2616   1736   1628 S   0.0   0.0   0:00.06 pycharm+
   6694 sh        20   0    3440   1716   1272 S   0.0   0.0   0:00.32 fsnotif+
   6707 sh        20   0   15320   9412   3616 S   0.0   0.1   0:00.63 bash
   7308 sh        20   0   20.5g 359104 113720 S   0.0   2.2   0:40.79 chrome
   7523 sh        20   0   20.4g 142836  96012 S   0.0   0.9   0:18.94 chrome
   7657 sh        20   0   20.5g 368248 119636 S   0.0   2.3   0:31.26 chrome
   7754 sh        20   0   20.5g 325588 104552 S   0.0   2.0   0:41.50 chrome
   8035 sh        20   0  908476  46940  37292 S   0.0   0.3   0:17.98 vpnui
   9300 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
   9676 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
   9741 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  10181 sh        20   0   20.5g 252380 106384 S   0.0   1.5   1:42.15 chrome
  10284 sh        20   0   20.4g 157536  99088 S   0.0   1.0   0:03.76 chrome
  10390 root      20   0       0      0      0 I   0.0   0.0   0:01.06 kworker+
  10391 root      20   0       0      0      0 I   0.0   0.0   0:00.38 kworker+
  10392 root      20   0       0      0      0 I   0.0   0.0   0:00.42 kworker+
  10439 root      20   0       0      0      0 I   0.0   0.0   0:00.45 kworker+
  10608 sh        20   0   20.5g 341372 108880 S   0.0   2.1   1:07.37 chrome
  10671 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  10684 root      20   0       0      0      0 I   0.0   0.0   0:00.61 kworker+
  10759 sh        20   0  860104  58808  43840 S   0.0   0.4   0:00.20 gnome-c+
  10894 sh        20   0 7316092 152864 113720 S   0.0   0.9   0:07.52 skypefo+
  10962 sh        20   0  395048  48720  41232 S   0.0   0.3   0:00.02 skypefo+
  10963 sh        20   0  395048  48596  41096 S   0.0   0.3   0:00.01 skypefo+
  10965 sh        20   0  395048   7560     20 S   0.0   0.0   0:00.00 skypefo+
  10996 sh        20   0 1293204  94564  65828 S   0.0   0.6   0:05.43 skypefo+
  10999 sh        20   0 1131504  80364  69868 S   0.0   0.5   0:02.91 skypefo+
  11014 sh        20   0   40.4g 286156 156740 S   0.0   1.8   0:34.56 skypefo+
  11053 sh        20   0 1051948  56748  48776 S   0.0   0.3   0:00.11 skypefo+
  11786 root       0 -20       0      0      0 I   0.0   0.0   0:01.54 kworker+
  11896 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  12502 sh        20   0   20.4g 158820  95132 S   0.0   1.0   0:44.45 chrome
  12633 root      20   0       0      0      0 I   0.0   0.0   0:00.42 kworker+
  12764 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  13045 root      20   0       0      0      0 I   0.0   0.0   0:00.01 kworker+
  13159 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  13198 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  13362 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
  13394 sh        20   0   20.4g  60204  45028 S   0.0   0.4   0:00.01 chrome
  13421 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  13466 sh        20   0  815004  51248  38608 S   0.0   0.3   0:00.40 gnome-t+
  13474 sh        20   0   14788   8672   3428 S   0.0   0.1   0:00.04 bash
